NÚMERO DE ANEXO,TIPO DE DESCARGA,CUERPO RECEPTOR,PROCEDENCIA,AFLUENTE AL QUE SE DESCARGA,CLAVE DE MUNICIPIO,ESTADO,CLAVE DE CUENCA HIDROLÓGICA,FORMA DE DESCARGAR,LONGITUD,LATITUD
754,SERVICIOS,ARROYO LA GAVILANA,SERVICIOS,NO TIENE,59,8,0,LIBRE CON TUBERIA,-105.84555555555555,105.84555555555555
755,SERVICIOS,ARROYO LA TINTA,SERVICIOS,NO TIENE,59,8,0,CANAL,-105.86166666666666,105.86166666666666
756,SERVICIOS,ARROYO GRANADEÑA,SERVICIOS,NO TIENE,59,8,0,LIBRE CON TUBERIA,-105.8561111111111,105.8561111111111
757,SERVICIOS,ARROYO EL PINO,SERVICIOS,NO TIENE,59,8,0,LIBRE CON TUBERIA,-105.83888888888889,105.83888888888889
758,SERVICIOS Y LAVADO DE TRACTOCAMIONES,INFILTRACION AL SUBSUELO,SERVICIOS Y LAVADO DE TRACTOCAMIONES,SIN DATO,19,8,0,POZO DE ABSORCION,-106.0111111111111,106.0111111111111
759,SERVICIOS,POZO DE ABSORCION,SERVICIOS,RIO BRAVO,5,8,0,POZO DE ABSORCION,-107.99166666666667,107.99166666666667
760,MUNICIPAL,RIO CONCHOS,MUNICIPAL,RIO BRAVO,62,8,0,LIBRE CON TUBERIA,-105.28333333333333,105.28333333333333
761,PUBLICO URBANO,DREN AGRICOLA DTO. DE RIEGO 009,AGUAS RESIDUALES DE ORIGEN DOMESTICO,RIO BRAVO-CD. JUAREZ,53,8,0,LIBRE CON TUBERIA,0.0,0.0
762,PUBLICO URBANO,ARROYO TRES OJITOS,AGUAS RESIDUALES DE ORIGEN DOMESTICO,RIO YAQUI,40,8,0,LIBRE CON TUBERIA,0.0,0.0
763,PUBLICO URBANO,DREN AGRICOLA DE RIEGO 009,AGUAS RESIDUALES DE ORIGEN DOMESTICO,RIO BRAVO,28,8,0,LIBRE CON TUBERIA,-106.08555555555554,106.08555555555554
764,SERVICIOS,SUBSUELO,ATENCION MEDICA,FOSA SEPTICA,48,8,0,LIBRE CON TUBERIA,-107.73972222222223,107.73972222222223
765,SERVICIOS MÉDICOS,SUBSUELO,ATENCION MEDICA,FOSA SETICA,25,8,0,LIBRE CON TUBERIA,-107.73972222222223,107.73972222222223
766,SERVICIOS MEDICOS,SUBSUELO,ATENCION MEDICA,FOSA SEPTICA,31,8,0,LIBRE CON TUBERIA,-107.34333333333333,107.34333333333333
767,SERVICIOS MEDICOS,SUBSUELO,ATENCION MEDICA,FOSA SEPTICA,40,8,0,LIBRE CON TUBERIA,-108.02305555555556,108.02305555555556
768,SERVICIOS MEDICOS,SUBSUELO,ATENCION MEDICA,FOSA SEPTICA,10,8,0,LIBRE CON TUBERIA,-106.96333333333334,106.96333333333334
769,SERVICIOS,SUBSUELO,ATENCION MEDICA,FOSA SEPTICA,13,8,0,LIBRE CON TUBERIA,-107.08333333333333,107.08333333333333
770,SERVICIOS,SUBSUELO,SERVICIOS,INFILTRACION AL SUBSUELO,19,8,0,INFILTRACION,-105.96583333333334,105.96583333333334
771,SERVICIOS,SUBSUELO,SERVICIOS,SUBSUELO,37,8,0,LIBRE CON TUBERIA,-106.4863888888889,106.4863888888889
772,INDUSTRIAL Y SERVICIOS,DREN AGRICOLA K-98,SERVICIOS A EMPLEADOS,RIO SAN PEDRO,21,8,0,CANAL A CIELO ABIERTO,-105.52694444444444,105.52694444444444
773,INDUSTRIAL,ARROYO LAS ESCOBAS,PROCESO DE MATANZA Y LIMPIEZA,RIO CHUVISCAR,19,8,0,CON TUBERIA,-106.12722222222222,106.12722222222222
774,SERVICIOS,INFILTRACIÓN SUPERFICIAL,SERVICIOS,INFILTRACION SUPERFICIAL,19,8,0,RED DE DRENAJE,-106.10749999999999,106.10749999999999
775,SERVICIOS,SUBSUELO,SERVICIO A EMPLEADOS,INFILTRACION AL SUBSUELO,19,8,0,RIEGO AREAS VERDES,-106.08277777777778,106.08277777777778
776,SERVICIOS,EL SUBSUELO,SERVICIO A LOS EMPLEADOS,RIO CASAS GRANDES,10,8,0,LIBRE CON TUBERIA,-107.53055555555555,107.53055555555555
777,PUBLICO URBANO,LAGUNA DE PATOS,AGUAS RESIDUALES DE ORIGEN DOMESTICO,RIO DEL CARMEN,1,8,0,LIBRE CON TUBERIA,0.0,0.0
778,INDUSTRIAL,DREN LAGUNA SECA,PROCESOS INDUSTRIALES Y DE SERVICIOS,RIO CONCHOS,21,8,0,TUBERIA PVC,-105.17916666666667,105.17916666666667
779,PUBLICO URBANO,RIO CASAS GRANDES,AG. RESID. DE ORIGEN DOMESTICO E IND.,RIO CASAS GRANDES,50,8,0,LIBRE CON TUBERIA,0.0,0.0
780,INDUSTRIAL,DREN AGRICOLA,PROCESOS INDUSTRIALES,NO APLICA,21,8,0,LIBRE CON TUBERIA,-105.44583333333334,105.44583333333334
781,SERVICIOS,SUBSUELO ( FOSA SEPTICA ),SERVICIOS SANITARIOS Y LIMPIEZA DE PLANTA,NO APLICA,19,8,0,LIBRE CON TUBERIA,-105.99111111111111,105.99111111111111
782,SERVICIOS,CANAL DE RIEGO SUBLATERAL 9+807,SERVICIOS,NO APLICA,53,8,0,TUBERIA,-106.0,106.0
783,PUBLICO URBANO,ARROYO LA QUEMADA,USO PUBLICO URBANO (PLANTA DE TRATAMIENTO DE LAGUNAS DE OXIDACION TIPO FACULTATIVO),ARROYO LA QUEMADA,17,8,0,TUBERIA,-107.02069444444444,107.02069444444444
784,MUNICIPAL,DREN INTERCEPTOR,PLANTA DE TRATAMIENTO DE AGUAS RESIDUALES (JRAS) DR. PORFIRIO PARRA,RÍO BRAVO,28,8,0,VERTIDO LIBRE CON TUBERÍA,-106.1253611111111,106.1253611111111
785,SERVICIOS,SUBSUELO,PLANTA DE TRATAMIENTO,RIO CHUVISCAR,19,8,0,TUBERIA,-106.10944444444443,106.10944444444443
786,MUNICIPAL,ARROYO TERRAZAS,SISTEMA DE ALCANTARILLADO PUBLICO URBANO,RIO SAN PEDRO,11,8,0,TUBERIA,-105.13388888888889,105.13388888888889
787,SEVICIOS,SUELO,SERVICIOS SANITARIOS Y AREA DE COMEDOR,RIO CONCHOS,19,8,0,LIBRE CON TUBERIA,-106.1201111111111,106.1201111111111
788,MUNICIPAL,RIO CASAS GRANDES,SISTEMA DE ALCANTARILLADO PUBLICO URBANO,RIO CASAS GRANDES,13,8,0,TUBERIA,-107.93925,107.93925
789,INDUSTRIAL,ARROYO,PROCESO DE ELABORACION DE QUESOS,LAGUNA DE BUSTILLOS,17,8,0,TUBERIA,-107.04266666666666,107.04266666666666
790,INDUSTRIAL,SUBSUELO,ELABORACION DE QUESOS,LAGUNA DE BUSTILLOS,17,8,0,CAMPO DE INFILTRACION,-106.93777777777778,106.93777777777778
791,MUNICIPAL,SUELO,SISTEMA DE ALCANTARILLADO PUBLICO URBANO,RIO CONCHOS,62,8,0,TUBERIA,-105.27252777777778,105.27252777777778
792,MUNICIPAL,SUBSUELO,SISTEMA DE ALCANTARILLADO PUBLICO URBANO,RIO CASAS GRANDES,5,8,0,TUBERIA,-107.95611111111111,107.95611111111111
793,MUNICIPAL,ARROYO SIN NOMBRE,SISTEMA DE ALCANTARILLADO PUBLICO URBANO,LAGUNA DE BUSTILLOS,17,8,0,TUBERIA,-106.62872222222222,106.62872222222222
794,MUNICIPAL,SUBSUELO,SISTEMA DE ALCANTARILLADO PUBLICO URBANO,RIO CASAS GRANDES,5,8,0,TUBERIA,-107.62705555555554,107.62705555555554
795,SERVICIOS,RIO SACRAMENTO,SERVICIOS DEL FRACCIONAMIENTO,RIO CONCHOS,19,8,0,TUBERIA,-106.16480555555556,106.16480555555556
796,MUNICIPAL,RIO SANTA CLARA,SISTEMA DE ALCANTARILLADO PUBLICO URBANO,RIO SANTA CLARA,48,8,0,TUBERIA,-106.97202777777778,106.97202777777778
797,INDUSTRIAL,SUELO,PROCESO INDUSTRIAL,NO APLICA,19,8,0,LIBRE CON TUBERIA,-106.0111111111111,106.0111111111111
798,MUNICIPAL,RIO PAPIGOCHI,SISTEMA DE ALCANTARILLADO PUBLICO URBANO,RIO YAQUI,31,8,0,TUBERIA,-107.40358333333334,107.40358333333334
799,MUNICIPAL,RIO BASUCHIL,SISTEMA DE ALCANTARILLADO PUBLICO URBANO,RIO PAPIGOCHI,31,8,0,TUBERIA,-107.42225,107.42225
800,SIN DATO,SUELO,SIN DATO,SIN DATO,16,9,555,SIN DATO,-99.21077805555556,99.21077805555556
801,SIN DATO,SUELO,SIN DATO,SIN DATO,13,9,550,SIN DATO,-99.12997222222222,99.12997222222222
802,SIN DATO,SUELO,SIN DATO,SIN DATO,13,9,550,SIN DATO,-99.11261166666667,99.11261166666667
803,SIN DATO,SUELO,SIN DATO,SIN DATO,10,9,550,SIN DATO,-99.21113944444444,99.21113944444444
804,SIN DATO,SUELO,SIN DATO,SIN DATO,8,9,555,SIN DATO,-99.245,99.245
805,SIN DATO,RIO,SIN DATO,SIN DATO,17,9,555,SIN DATO,-99.04688916666666,99.04688916666666
806,SIN DATO,SUELO,SIN DATO,SIN DATO,16,9,555,SIN DATO,-99.20080555555556,99.20080555555556
807,SIN DATO,SUELO,SIN DATO,SIN DATO,10,9,550,SIN DATO,-99.20883361111112,99.20883361111112
808,SIN DATO,RIO,SIN DATO,SIN DATO,8,9,555,SIN DATO,-99.22175027777779,99.22175027777779
809,SERVICIOS,POZO DE INFILTRACION TERRENO PROPIO,PLUVIAL,POZO DE INFILTRACION,10,9,0,POZO DE INFILTRACION,-99.24166666666667,99.24166666666667
810,SERVICIOS,POZO DE INFILTRACION TERRENO PROPIO,PLUVIAL,POZO DE INFILTRACION,10,9,0,POZO DE INFILTRACION,-99.24138888888889,99.24138888888889
811,SERVICIOS,POZO DE INFILTRACION TERRENO PROPIO,PLUVIAL,POZO DE INFILTRACION,10,9,0,POZO DE INFILTRACION,-99.3411111111111,99.3411111111111
812,SERVICIOS,POZO DE INFILTRACION TERRENO PROPIO,PLUVIAL,POZO DE INFILTRACION,10,9,0,POZO DE INFILTRACION,-99.34083333333332,99.34083333333332
813,SERVICIOS,BARRANCA LA PASTORA,PLUVIAL,RIO SAN JOAQUIN,5,9,0,LIBRE CON TUBERIA,-99.27722222222222,99.27722222222222
814,SERVICIOS,BARRANCA LA PASTORA,CONJUNTO HABITACIONAL,RIO SAN JOAQUIN,5,9,0,LIBRE CON TUBERIA,-99.27555555555556,99.27555555555556
815,SERVICIOS,FOSA SEPTICA,SERVICIOS SANITARIOS,SIN AFLUENTE,5,9,0,LIBRE CON TUBERIA,-99.28472222222221,99.28472222222221
816,SERVICIOS,RIEGO DE AREAS VERDES,SERVICIOS,SIN AFLUENTE,10,9,0,INFILTRACION,-99.19055555555556,99.19055555555556
817,SERVICIOS,POZO DE ABSORCION,PLUVIAL,SIN AFLUENTE,10,9,0,LIBRE CON TUBERIA,-99.25333333333333,99.25333333333333
818,SERVICIOS,POZO DE ABSORCION,PLUVIAL,SIN AFLUENTE,10,9,0,LIBRE CON TUBERIA,-99.25361111111111,99.25361111111111
819,SERVICIOS,POZO DE ABSORCION,PLUVIAL,SIN AFLUENTE,10,9,0,LIBRE CON TUBERIA,-99.2538888888889,99.2538888888889
820,SERVICIOS,BARRANCA SIN NOMBRE,PLANTA DE TRATAMIENTO DE AGUAS,SIN AFLUENTE,12,9,0,LIBRE CON TUBERIA,-99.29722222222222,99.29722222222222
821,INDUSTRIAL,FOSA SEPTICA,SERVICIOS,SIN AFLUENTE,7,9,0,LIBRE CON TUBERIA,-99.0775,99.0775
822,SERVICIOS,AREAS VERDES,SERVICIOS,SIN AFLUENTE,10,9,0,RIEGO POR ASPERSION,-99.25555555555556,99.25555555555556
823,SERVICIOS,PRESA ANZALDO,SERVICIOS,SIN AFLUENTE,10,9,0,LIBRE CON TUBERIA,-99.20361111111112,99.20361111111112
824,SERVICIOS,PRESA ANZALDO,AGROPECUARIA Y PLUVIAL,SIN AFLUENTE,10,9,0,LIBRE CON TUBERIA,-99.2038888888889,99.2038888888889
825,SERVICIOS,FOSA SEPTICA,AGUAS PLUVIALES,INFILTRACION,4,9,0,LIBRE CON TUBERIA,-98.54638888888888,98.54638888888888
826,SERVICIOS,BARRANCA TABACHINES,LAVADO Y SERVICIO DE AUTOMOVILES,BARRANCA TLAPEXCO,5,9,0,LIBRE CON TUBERIA,-99.25888888888889,99.25888888888889
827,INDUSTRIAL,FOSA SEPTICA,SERVICIOS SANITARIOS,SIN AFLUENTE,3,9,0,LIBRE CON TUBERIA,-99.18666666666667,99.18666666666667
828,INDUSTRIAL,FOSA SEPTICA,INDUSTRIAL,SIN AFLUENTE,12,9,0,LIBRE CON TUBERIA,-99.20055555555555,99.20055555555555
829,SERVICIOS,RIEGO DE AREAS VERDES,PLUVIAL Y AGUA TRATADA,ACUIFERO ZONA METROPOLITANA CD.MEXICO,12,9,0,LIBRE CON TUBERIA,-99.14447222222223,99.14447222222223
830,INTERMITENTE,RIEGO DE AREAS VERDES,SERVICIOS,ZONA METROPOLITANA DE LA CD. DE MEXICO,7,9,0,BOMBEO,-99.08313888888888,99.08313888888888
831,SERVICIOS,FOSA SEPTICA,SERVICIOS A EMPLEADOS,NO TIENE,10,9,0,FOSA SEPTICA,-99.20972222222223,99.20972222222223
832,SERVICIOS,AREAS VERDES,PLANTA DE TRATAMIENTO,SIN AFLUENTE,12,9,0,RIEGO DE AREAS VERDES,-99.19250000000001,99.19250000000001
833,SERVICIOS,AREAS VERDES,PLANTA DE TRATAMIENTO,SIN AFLUENTE,12,9,0,RIEGO DE AREAS VERDES,-99.19222222222223,99.19222222222223
834,INTERMITENTE,AFLUENTE DEL RIO MAGDALENA,SERVICIOS,RIO MAGDALENA,3,9,0,BOMBEO,-99.20111111111112,99.20111111111112
835,PERMANENTE,"TIPO ""A"" RIO CHURUBUSCO",MUNICIPAL,GRAN CANAL DEL DESAGÜE,17,9,0,BOMBEO,-99.0466111111111,99.0466111111111
836,SERVICIOS,SUELO,PLANTA DE TRATAMIENTO DE AGUA JABONOSA,NO TIENE,16,9,0,LIBRE CON TUBERIA RIEGO POR ASPERSION,-99.17500000000001,99.17500000000001
837,INTERMITENTE,"TIPO ""A"" SUELO",SERVICIOS,RIO MAGDALENA,3,9,0,BOMBEO,-99.20005555555556,99.20005555555556
838,INTERMITENTE,FOSA SEPTICA,SERVICIOS,RÍO MAGDALENA,3,9,0,LIBRE CON TUBERÍA,-99.17930555555556,99.17930555555556
839,INTERMITENTE,FOSA SEPTICA,SERVICIOS,RIO MAGDALENA,3,9,0,LIBRE CON TUBERIA,-99.17833333333334,99.17833333333334
840,INTERMITENTE,FOSSA SEPTICA,SERVICIOS,RÍO MOGDALENA,3,9,0,LIBRE CON DESCARGA,-99.17663888888889,99.17663888888889
841,INTERMITENTE,FOSA SEPTICA,SERVICIOS,RÍO MAGDALENA,3,9,0,LIBRE CON TUBERIA,-99.1761388888889,99.1761388888889
842,INTERMITENTE,RIEGO DE AREAS VERDES,INDUSTRIAL,RÍO SAN BUENAVENTURA,3,9,0,BOMBEO,-99.13972222222223,99.13972222222223
843,INTERMITENTE,FOSA SEPTICA,DOMESTICO,ARROYO SAN BUENAVENTURA,12,9,0,LIBRE CON TUBERIA,-99.19319444444444,99.19319444444444
844,INTERMITENTE,RIEGO DE AREAS VERDES,RIO HUEYATLA,RIO HUEYATLA,16,9,0,LIBRE CON TUBERIA,-99.28191666666666,99.28191666666666
845,INTERMITENTE,"TIPO ""A"" RIEGO DE ÁREAS VERDES",SERVICIOS,RÍO SAN JOAQUÍN,16,9,0,BOMBEO,-99.20202777777779,99.20202777777779
846,INTERMITENTE,"TIPO ""A"" RIEGO DE AREAS VERDES",INDUSTRIAL,RIO DE LOS REMEDIOS,2,9,0,BOMBEO,-99.15930555555556,99.15930555555556
847,INTERMITENTE,"TIPO ""A"" FOSA SÉPTICA",SERVICIOS,RIO MAGDALENA,3,9,0,TUBERÍA,-99.17652777777778,99.17652777777778
848,INTERMITENTE,"TIPO ""A"" FOSA SÉPTICA",SERVICIOS,RIO MAGDALENA,3,9,0,TUBERIA,-99.17672222222222,99.17672222222222
849,INTERMITENTE,"TIPO""A"" FOSA SÉPTICA",SERVICIOS,RIO MAGDALENA,3,9,0,TUBERIA,-99.17663888888889,99.17663888888889
850,SERVICIOS,LAGUNA DE OXIDACION,"REGADERAS, SERVICIO SANITARIO, COMEDOR",SIN AFLUENTE,17,9,0,CANAL,-99.0461111111111,99.0461111111111
851,SERVICIOS,LAGUNA DE OXIDACION,"REGADERAS, SERVICIO SANITARIO, COMEDOR",SIN AFLUENTE,17,9,0,CANAL,-99.0461111111111,99.0461111111111
852,SERVICIOS,FOSA SEPTICA,SERVICIOS,SIN AFLUENTE,4,9,0,LIBRE CON TUBERIA,-99.28083333333333,99.28083333333333
853,INTERMITENTE,"TIPO ""A"" RIEGO DE ÁEAS VERDES",SERVICIOS,ARROYO ESLAVA,12,9,0,BOMBEO,-99.20991666666667,99.20991666666667
854,PERMANENTE,"TIPO ""A"" RIEGO DE ÁREAS VERDES",SERVICIOS,RIO SAN JOAQUIN,16,9,0,BOMBEO,-99.21752777777778,99.21752777777778
855,INTERMITENTE,"TIPO ""A"" RIEGO DE AREAS VERDES",INDUSTRIAL,RÍO CHURUBUSCO,10,9,0,BOMBEO,-99.14416666666668,99.14416666666668
856,INTERMITENTE,"TIPO ""A"" RIO TACUBAYA",SERVICIOS,RIO CHURUBUSCO,10,9,0,BOMBEO,-99.26152777777777,99.26152777777777
857,INTERMITENTE,RIEGO DE AREAS VERDES,INDUSTRIAL,RIO CHURUBUSCO,3,9,0,BOMBEO,-99.13819444444445,99.13819444444445
858,INTERMITENTE,"TIPO ""A"" RIEGO DE AREAS VERDES",SERVICIOS,RIO SAN JOAQUIN,16,9,0,BOMBEO,-99.19002777777779,99.19002777777779
859,INTERMITENTE,RIEGO DE ÁREAS VERDES,SERVICIOS,RIO SAN BUENAVENTURA,12,9,0,BOMBEO,-99.13511111111112,99.13511111111112
860,PERMANENTE,RIEGO DE AREAS VERDES,SERVICIOS,RIO CHURUBUSCO,17,9,0,LIBRE CON TUBERIA,-99.07358333333333,99.07358333333333
861,INTERMITENTE,"TIPO ""A"" FOSA SÉPTICA",SERVICIOS,RIO TACUBAYA,10,9,0,GRAVEDAD,-99.19744444444444,99.19744444444444
862,INTERMITENTE,"TIPO ""A"" RIEGO DE ÁREAS VERDES",SERVICIOS,RIO SAN JOAQUIN,16,9,0,BOMBEO,-99.21919444444444,99.21919444444444
863,INTERMITENTE,"TIPO ""A"" RIEGO DE AREAS VERDES",SERVICIOS,RIO MIXCOAC,10,9,0,BOMBEO,-99.24833333333333,99.24833333333333
864,INTERMITENTE,"TIPO ""A"" RIEGO DE AREAS VERDES",SERVICIOS,RIO MIXCOAC,10,9,0,BOMBEO,-99.24769444444445,99.24769444444445
865,PERMANENTE,RIEGO DE ÁREAS VERDES,SERVICIOS,Río Magdalena,8,9,0,BOMBEO,-99.23380555555556,99.23380555555556
866,PERMANENTE,"TIPO ""A"", RIEGO DE AREAS VERDES",SERVICIOS,RÍO SAN JOAQUIN,16,9,0,BOMBEO,-99.214,99.214
867,INTERMITENTE,"TIPO ""A"" RIEGO DE AREAS VERDES",SERVICIOS,RIO MIXCOAC,10,9,0,BOMBEO,-99.25583333333333,99.25583333333333
868,INTERMITENTE,"TIPO ""A"" BARRANCA BECERRA",SERVICIOS,RIO MIXCOAC,10,9,0,BOMBEO,-99.25583333333333,99.25583333333333
869,INTERMITENTE,"TIPO ""A"" RIEGO DE AREAS VERDES",SERVICIOS,RIO MIXCOAC,10,9,0,BOMBEO,-99.25583333333333,99.25583333333333
870,INTERMITENTE,"TIPO ""A"" BARRANCA BECERRA",SERVICIOS,RIO MIXCOAC,10,9,0,BOMBEO,-99.25583333333333,99.25583333333333
871,INTERMITENTE,"TIPO ""A"" RIEGO DE AREAS VERDES",SERVICIOS,RIO MIXCOAC,10,9,0,BOMBEO,-99.25583333333333,99.25583333333333
872,INTERMITENTE,"TIPO ""A"" BARRANCA BECERRA",SERVICIOS,RIO MIXCOAC,10,9,0,BOMBEO,-99.25583333333333,99.25583333333333
873,SERVICIOS,TERRENOS PROPIOS,AGUA PLUVIAL Y TRATADA EN PLANTA TRATAMIENTO,SIN AFLUENTE,16,9,0,LIBRE CON TUBERIA,-99.19166666666668,99.19166666666668
874,INTERMITENTE,"TIPO ""A"" RIEGO DE AREAS VERDES",SERVICIOS,LAGO DE TEXCOCO,17,9,0,BOMBEO,-99.07627777777778,99.07627777777778
875,PERMANENTE,"TIPO ""A"" FOSA SÉPTICA",SERVICIOS,RÍO MAGDALENA,3,9,0,LIBRE CON TUBERÍA,-99.18722222222223,99.18722222222223
876,INTERMITENTE,"TIPO ""A"" ARROYO OJAPAN",SERVICIOS,RÍO TACUBAYA,10,9,0,BOMBEO,-99.22136111111111,99.22136111111111
877,SERVICIOS,ARROYO SAN ANGEL INN,AGUAS RESIDUALES DE SERVICIOS,RÍO TEXCALATLACO,10,9,0,TUBO SIN PROTECCIÓN AL TALUD,-99.205,99.205
878,SERVICIOS,ARROYO SAN ANGEL INN,SERVICIOS,RÍO TEXCALATLACO,10,9,0,TUBO SIN PROTECCIÓN AL TALUD,-99.20527777777778,99.20527777777778
879,SERVICIOS,ARROYO SAN ANGEL INN,AGUAS RESIDUALES,RÍO TEXCALATLACO,10,9,0,TUBO SIN PROTECCIÓN AL TALUD,-99.20555555555556,99.20555555555556
880,INDUSTRIAL,FOSA SÉPTICA,REVELADO Y SERVICIOS,SIN AFLUENTE,13,9,0,LIBRE CON TUBERIA,-99.10833333333333,99.10833333333333
881,SERVICIOS,INFILTRACION,SERVICIOS SANITARIOS,NO TIENE,14,9,0,PERMANENTE,-99.15083333333334,99.15083333333334
882,SERVICIOS,INFILTRACION,SERVICIOS SANITARIOS,NO TIENE,14,9,0,PERMANENTE,-99.15472222222223,99.15472222222223
883,SERVICIOS,INFILTRACION,SERVICIOS SANITARIOS,NO TIENE,14,9,0,PERMANENTE,-99.15472222222223,99.15472222222223
884,SERVICIOS,INFILTRACION,SERVICIOS SANITARIOS,NO TIENE,14,9,0,PERMANENTE,-99.15444444444445,99.15444444444445
885,MUNICIPAL,RIO CHURUBUSCO,SISTEMA DE ALCANTARILLADO DE LA CIUDAD DE MEXICO,RIO CHURUBUSCO,17,9,0,LIBRE CON TUBERIA,-99.00611111111111,99.00611111111111
886,MUNICIPAL,GRAN CANAL,SISTEMA DE ALCANTARILLADO DE LA CIUDAD DE MEXICO,GRAN CANAL DEL DESAGÜE,5,9,0,CANAL,-99.07916666666667,99.07916666666667
887,MUNICIPAL,RIO DE LOS REMEDIOS,SISTEMA DE ALCANTARILLADO DE LA CIUDAD DE MEXICO,RIO DE LOS REMEDIOS,5,9,0,LIBRE CON TUBERIA,-99.09027777777777,99.09027777777777
888,MUNICIPAL,RIO TLALNEPANTLA,SISTEMA DE ALCANTARILLADO DE LA CIUDAD DE MEXICO,RIO TLALNEPANTLA,5,9,0,LIBRE CON TUBERIA,-99.15666666666667,99.15666666666667
889,SERVICIOS,FOSA SEPTICA,SERVICIOS,SIN AFLUENTE,12,9,0,LIBRE CON TUBERIA,-99.21861111111112,99.21861111111112
890,SERVICIOS,FOSA SEPTICA,PLUVIAL,SIN AFLUENTE,12,9,0,LIBRE CON TUBERIA,-99.21833333333333,99.21833333333333
891,INTERMITENTE,"TIPO ""A"" RIEGO DE AREAS VERDES",SERVICIOS,RIO SAN BUENAVENTURA,12,9,0,BOMBEO,-99.18625,99.18625
892,PERMANENTE,"TIPO ""A"" FOSA SEPTICA",SERVICIOS,RIO MAGDALENA,3,9,0,LIBRE CON TUBERIA,-99.1871388888889,99.1871388888889
893,PERMANENTE,"TIPO ""A"" RIEGO DE AREAS VERDES",SERVICIOS (COLECTOR DEL GOBIERNO DEL DISTRITO FEDERAL),RIO SAN BUENAVENTURA,12,9,0,BOMBEO,-99.15333333333334,99.15333333333334
894,INTERMITENTE,"TIPO ""A"" SUELO",SERVICIOS,RIO CHURUBUSCO,12,9,0,LIBRE CON TUBERIA,-99.16741666666667,99.16741666666667
895,PERMANENTE,"TIPO ""A"" RIEGO DE AREAS VERDES",INDUSTRIAL,RIO SAN BUENAVENTURA,13,9,0,BOMBEO,-99.1091111111111,99.1091111111111
896,PERMANENTE,"TIPO ""A"" RIEGO DE AREAS VERDES",INDUSTRIAL,GRAN CANAL DEL DESAGÜE,5,9,0,BOMBEO,-99.08,99.08
897,VERTIDO LIBRE DE AGUAS RES. DE TIPO DOM.,SUELO (RIEGO DE AREAS VERDES),INSTALACIONES DE LA UNIDAD ESPECIAL DE TRANSPORTE AEREO DEL ALTO MANDO VENUSTIAN,NO APLICA,17,9,0,PERMANENTE,-99.07533333333333,99.07533333333333
898,VERTIDO LIBRE DE AGUAS RES. DE TIPO DOM.,SUELO,INSTALACIONES DE LA PLANTA DE TEÑIDOS Y ACABADOS DE LA DIRECCION GRAL. FAB. DE V,NO APLICA,7,9,0,PERMANENTE,-99.09555555555555,99.09555555555555
899,VERTIDO LIBRE DE AGUAS RES. DE TIPO DOM.,SUELO (RIEGO DE AREAS VERDES),"INSTALACIONES DE LAS UNIDADES HABITACIONALES DEL HEROICO COLEGIO MIITAR, TLALPAN",NO APLICA,12,9,0,PERMANENTE,-99.15555555555557,99.15555555555557
900,SIN DATO,SUELO,SIN DATO,SIN DATO,12,10,740,SIN DATO,-103.57427138888889,103.57427138888889
901,SIN DATO,SUELO,SIN DATO,SIN DATO,7,10,740,SIN DATO,-103.49255944444444,103.49255944444444
902,SIN DATO,SUELO,SIN DATO,SIN DATO,7,10,740,SIN DATO,-103.46666694444444,103.46666694444444
903,SIN DATO,SUELO,SIN DATO,SIN DATO,7,10,740,SIN DATO,-103.47527833333334,103.47527833333334
904,SIN DATO,SUELO,SIN DATO,SIN DATO,7,10,740,SIN DATO,-103.47258361111112,103.47258361111112
905,SIN DATO,SUELO,SIN DATO,SIN DATO,7,10,740,SIN DATO,-103.47511138888889,103.47511138888889
906,SIN DATO,SUELO,SIN DATO,SIN DATO,7,10,740,SIN DATO,-103.473445,103.473445
907,SIN DATO,SUELO,SIN DATO,SIN DATO,7,10,740,SIN DATO,-103.4743613888889,103.4743613888889
908,SIN DATO,SUELO,SIN DATO,SIN DATO,7,10,740,SIN DATO,-103.47211166666666,103.47211166666666
909,MUNICIPAL (PUBLICO - URBANO),ARROYO LOS CHANATES,RED DE ALCANTARILLADO URBANO,ARROYO EL AGUILA,20,10,0,LIBRE CON TUBERIA,-104.32777777777777,104.32777777777777
910,MUNICIPAL,ARROYO CUENCAME,RED DE ALCANTARILLADO URBANO-MUNICIPAL,RIO NAZAS,4,10,0,LIBRE CON TUBERIA,-103.69805555555556,103.69805555555556
911,MUNICIPAL,RIO MEZQUITAL,RED DE ALCANTARILLADO URBANO MUNICIPAL,RIO SAN PEDRO,14,10,0,LIBRE CON TUBERIA,-104.40444444444445,104.40444444444445
912,MUNICIPAL,ARROYO LA ROSILLA,RED DE ALCANTARILLADO URBANO -MPAL. DE C,RIO QUEBRADA EL SALTO,23,10,0,LIBRE POR TUBERIA,-105.36861111111111,105.36861111111111
913,INDUSTRIAL,A DREN MORCILLO,PROCESO DE FABRICACION DE QUESO,LAGUNA DE SANTIAGUILLO,39,10,0,LIBRE POR TUBERIA,-105.06305555555555,105.06305555555555
914,MUNICIPAL,SUBSUELO ACUIFERO PRINCIPAL,SERVICIOS MUNICIPALES,NO APLICA,7,10,0,INFILTRACION SUPERFICIAL,-103.54972222222221,103.54972222222221
